x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32
0.40247,0.52213,-0.5917,0.43002,0.46333,-0.54639,0.44655,0.46438,-0.5461,0.46125,0.4665,-0.54572,0.38324,0.46533,-0.54449,0.36855,0.46727,-0.54343,0.35497,0.46927,-0.54369,0.48985,0.49832,-0.25645,0.34314,0.4986,-0.23386,0.43866,0.58489,-0.48313,0.37746,0.5834,-0.47887,0.6299,0.79863,-0.10757,0.21889,0.84307,-0.11369,0.83647,1.01507,-0.47869,0.17487,1.25117,-0.06583,0.76296,0.76494,-0.83067,0.13594,1.5204,-0.36188,0.73136,0.61848,-0.93097,0.11266,1.66708,-0.41556,0.68881,0.61018,-0.79338,0.13864,1.65591,-0.50662,0.69895,0.68497,-0.79827,0.16212,1.62148,-0.4143,0.59434,1.52093,-0.08323,0.33019,1.54466,0.08906,0.60569,2.12723,-0.19352,0.34752,2.12851,0.04608,0.61351,2.65482,0.18559,0.36555,2.65425,0.23601,0.62137,2.72706,0.19565,0.36379,2.73187,0.24267,0.57617,2.82117,-0.29778,0.39198,2.8204,-0.26121
0.40242,0.52428,-0.59488,0.42982,0.46487,-0.54842,0.44632,0.46573,-0.54813,0.46082,0.46764,-0.54775,0.38228,0.46735,-0.54766,0.36743,0.46936,-0.54663,0.35366,0.47147,-0.54689,0.489,0.49911,-0.25504,0.34202,0.50025,-0.23818,0.43816,0.58757,-0.48551,0.377,0.58587,-0.48273,0.62801,0.79866,-0.10697,0.2189,0.84407,-0.11921,0.83908,1.02309,-0.47353,0.17786,1.25093,-0.07547,0.76261,0.74814,-0.79528,0.13981,1.52183,-0.3711,0.7212,0.60584,-0.89199,0.11789,1.66596,-0.42242,0.67586,0.59662,-0.7531,0.14187,1.65512,-0.51241,0.6763,0.6693,-0.75896,0.16581,1.62083,-0.42248,0.5931,1.52049,-0.08114,0.33508,1.54456,0.087,0.60429,2.12664,-0.19619,0.34729,2.12799,0.03134,0.61218,2.65066,0.17705,0.36511,2.65046,0.20315,0.6197,2.72536,0.18774,0.36359,2.73052,0.20863,0.57574,2.81815,-0.29667,0.39399,2.81497,-0.28711
0.40221,0.52802,-0.60539,0.42903,0.46719,-0.55886,0.44537,0.46756,-0.55855,0.4596,0.46908,-0.55814,0.38164,0.47138,-0.5583,0.36691,0.47373,-0.55726,0.35309,0.47635,-0.55751,0.48782,0.50052,-0.26546,0.34133,0.50523,-0.24855,0.43815,0.59043,-0.49646,0.3771,0.58966,-0.49381,0.62786,0.7999,-0.1142,0.2182,0.84423,-0.1278,0.84533,1.02571,-0.46909,0.17747,1.24786,-0.07262,0.75981,0.77883,-0.79947,0.14092,1.53283,-0.32698,0.72169,0.64113,-0.89329,0.11773,1.66457,-0.37027,0.67457,0.63417,-0.76978,0.14247,1.65484,-0.4594,0.67062,0.70332,-0.76242,0.16591,1.62015,-0.37891,0.59062,1.52045,-0.0745,0.32922,1.54415,0.08072,0.60189,2.12637,-0.18968,0.3444,2.12637,0.01303,0.60284,2.64837,0.20292,0.35681,2.64851,0.20961,0.60799,2.72481,0.21555,0.35695,2.72857,0.21583,0.56593,2.81609,-0.27043,0.3729,2.81338,-0.28775
0.40272,0.52816,-0.61008,0.4294,0.46734,-0.56495,0.44548,0.46768,-0.56466,0.4595,0.46915,-0.56431,0.38212,0.47173,-0.56188,0.36735,0.47415,-0.5609,0.35347,0.47679,-0.56118,0.48727,0.50056,-0.2698,0.34127,0.50544,-0.25676,0.43846,0.5909,-0.50244,0.37734,0.59058,-0.49419,0.62788,0.80016,-0.11549,0.21779,0.84459,-0.1375,0.84268,1.03081,-0.49533,0.17768,1.24814,-0.09022,0.75887,0.80409,-0.90938,0.14787,1.54717,-0.36102,0.7197,0.66949,-1.0183,0.1227,1.66656,-0.41338,0.67297,0.65903,-0.89599,0.1489,1.65583,-0.50183,0.66397,0.72662,-0.88181,0.17201,1.62089,-0.41295,0.59056,1.52176,-0.07012,0.32905,1.54505,0.0764,0.6017,2.12528,-0.18641,0.34644,2.1255,-0.01693,0.60281,2.64693,0.19492,0.35824,2.64749,0.1441,0.60856,2.72283,0.20433,0.35773,2.72835,0.14726,0.56573,2.8162,-0.28368,0.38198,2.81026,-0.35337
0.40086,0.52709,-0.59377,0.42698,0.46668,-0.55007,0.44339,0.46679,-0.5497,0.45788,0.46804,-0.54933,0.38007,0.47161,-0.54433,0.36551,0.47408,-0.54324,0.35193,0.47667,-0.54349,0.48671,0.49961,-0.26676,0.34043,0.50555,-0.23079,0.43729,0.58897,-0.49018,0.37642,0.58975,-0.47948,0.62825,0.80024,-0.11752,0.2178,0.84449,-0.11794,0.84143,1.03707,-0.47053,0.17611,1.24374,-0.05303,0.7579,0.78383,-0.80168,0.14804,1.54659,-0.3322,0.71818,0.65286,-0.89432,0.12276,1.66194,-0.38231,0.67188,0.64263,-0.77021,0.14916,1.6498,-0.47092,0.66329,0.7138,-0.77082,0.17222,1.61502,-0.38375,0.58162,1.52174,-0.07041,0.32895,1.54025,0.07668,0.59329,2.12486,-0.18541,0.33704,2.11968,0.00244,0.59255,2.64654,0.20446,0.34776,2.64414,0.1718,0.59908,2.72176,0.21541,0.34699,2.72415,0.17596,0.55243,2.81589,-0.27679,0.37325,2.80899,-0.33949
0.40105,0.52794,-0.59731,0.42677,0.46718,-0.55245,0.44314,0.46708,-0.55213,0.45754,0.46819,-0.55177,0.37968,0.47274,-0.54994,0.36502,0.4754,-0.5489,0.35129,0.47826,-0.54917,0.48632,0.49961,-0.26231,0.33969,0.50793,-0.23897,0.43746,0.59006,-0.48932,0.37661,0.59156,-0.48397,0.62958,0.80033,-0.098,0.21807,0.84455,-0.12376,0.85021,1.04022,-0.43428,0.17206,1.2383,-0.06388,0.75746,0.79878,-0.785,0.13961,1.53198,-0.34987,0.71865,0.67115,-0.88001,0.1185,1.66127,-0.40324,0.67192,0.65913,-0.76627,0.14588,1.64885,-0.49007,0.66336,0.7264,-0.75876,0.16906,1.61444,-0.40037,0.58177,1.52118,-0.06429,0.32813,1.54008,0.07029,0.59443,2.12432,-0.1725,0.34026,2.11939,-0.02365,0.59981,2.64525,0.20799,0.35523,2.64329,0.13779,0.60763,2.72085,0.21808,0.35457,2.72364,0.14112,0.55933,2.81525,-0.26978,0.38667,2.8071,-0.3638
0.40093,0.52966,-0.60051,0.42657,0.46882,-0.55467,0.4428,0.46862,-0.55434,0.457,0.46969,-0.55399,0.37979,0.47451,-0.55276,0.36519,0.4771,-0.55174,0.35139,0.48011,-0.552,0.48543,0.50112,-0.26471,0.33966,0.50999,-0.24277,0.43739,0.59198,-0.49304,0.3767,0.5933,-0.48808,0.62755,0.80043,-0.10213,0.21835,0.84451,-0.12671,0.84951,1.03665,-0.46734,0.17172,1.22657,-0.09922,0.75722,0.80358,-0.84425,0.13976,1.50961,-0.4257,0.71901,0.6707,-0.95003,0.11858,1.64864,-0.48973,0.67146,0.65409,-0.84083,0.148,1.6348,-0.5685,0.66197,0.72571,-0.82076,0.17093,1.59944,-0.47515,0.58023,1.52084,-0.06411,0.33097,1.5306,0.07011,0.59445,2.11316,-0.17463,0.34047,2.11278,-0.01402,0.6018,2.6361,0.1828,0.3579,2.63698,0.13573,0.61016,2.70931,0.19127,0.35745,2.71695,0.13768,0.5612,2.80804,-0.29698,0.39313,2.79732,-0.36183
0.40206,0.52982,-0.60395,0.42698,0.46881,-0.55715,0.44293,0.46861,-0.55682,0.45712,0.46966,-0.55637,0.38033,0.47452,-0.55648,0.3658,0.47708,-0.55545,0.35184,0.48005,-0.55571,0.48557,0.50102,-0.26036,0.3397,0.50995,-0.25163,0.43816,0.59212,-0.49609,0.37853,0.59366,-0.49106,0.6287,0.8021,-0.09566,0.21852,0.84654,-0.14759,0.85474,1.04087,-0.48425,0.16451,1.23023,-0.17535,0.75624,0.81224,-0.944,0.14042,1.51012,-0.53027,0.71935,0.68123,-1.05757,0.12152,1.65081,-0.59965,0.67232,0.66338,-0.94264,0.15425,1.63535,-0.67516,0.6624,0.73208,-0.9217,0.17579,1.59966,-0.57977,0.58641,1.52281,-0.04825,0.33052,1.53906,0.05475,0.59821,2.11918,-0.12366,0.34549,2.11909,-0.03429,0.60777,2.64125,0.25308,0.36262,2.63953,0.14712,0.61561,2.71681,0.26059,0.36289,2.72056,0.15064,0.57,2.81023,-0.23231,0.39813,2.799,-0.35914
0.40311,0.52977,-0.62684,0.42762,0.4688,-0.57784,0.44317,0.4686,-0.57751,0.45717,0.46965,-0.57697,0.38163,0.47446,-0.57857,0.36718,0.47702,-0.57762,0.35316,0.47998,-0.57781,0.48567,0.50105,-0.27607,0.33992,0.50993,-0.27073,0.43866,0.59219,-0.51645,0.38004,0.59362,-0.51439,0.62767,0.80099,-0.12136,0.21986,0.84647,-0.14777,0.85317,1.03574,-0.50573,0.1664,1.23052,-0.15372,0.75452,0.80096,-0.91678,0.14404,1.52755,-0.43327,0.71954,0.66627,-1.02611,0.1219,1.65149,-0.48603,0.67233,0.64754,-0.91121,0.15442,1.63744,-0.57329,0.66189,0.71906,-0.89247,0.17619,1.60196,-0.48435,0.5871,1.52247,-0.05742,0.33161,1.53915,0.06347,0.59815,2.11852,-0.13579,0.35136,2.11886,-0.0056,0.60766,2.64089,0.24867,0.36735,2.6398,0.1496,0.61563,2.71645,0.25873,0.36705,2.72078,0.15475,0.56964,2.81009,-0.23148,0.40081,2.79871,-0.32242
0.40311,0.52981,-0.61319,0.42747,0.46879,-0.56668,0.44302,0.4686,-0.56637,0.45705,0.46964,-0.5659,0.38161,0.47446,-0.56273,0.36723,0.47702,-0.56166,0.35322,0.47998,-0.56186,0.48573,0.50104,-0.27497,0.33996,0.5099,-0.24594,0.43875,0.59228,-0.50669,0.38002,0.59361,-0.49841,0.6305,0.80118,-0.12167,0.21993,0.84641,-0.12366,0.85297,1.03912,-0.50077,0.16885,1.23309,-0.07102,0.75404,0.80203,-0.88767,0.14639,1.52782,-0.34942,0.72069,0.67141,-0.99992,0.12435,1.65742,-0.40046,0.67407,0.65393,-0.88208,0.15556,1.64305,-0.49412,0.66242,0.72298,-0.86337,0.17768,1.60698,-0.40374,0.5891,1.52244,-0.06924,0.33137,1.5391,0.07551,0.59855,2.11851,-0.15621,0.35031,2.11871,0.02718,0.60742,2.64076,0.2492,0.36696,2.63962,0.25141,0.61477,2.71614,0.26095,0.36679,2.72076,0.26222,0.56933,2.81024,-0.23153,0.39352,2.79855,-0.24395
0.40302,0.52979,-0.6045,0.42743,0.46877,-0.55826,0.44305,0.4686,-0.55794,0.45708,0.4697,-0.55752,0.38159,0.47432,-0.55423,0.36726,0.47683,-0.55311,0.35319,0.47971,-0.55331,0.4858,0.50112,-0.26649,0.33986,0.50954,-0.23615,0.43864,0.59234,-0.49712,0.37925,0.59358,-0.4895,0.63022,0.80094,-0.1215,0.21997,0.84575,-0.11319,0.85204,1.04008,-0.48283,0.16899,1.23043,-0.05661,0.74483,0.78142,-0.79371,0.14576,1.52229,-0.33609,0.71979,0.63117,-0.88834,0.12224,1.65427,-0.38389,0.6685,0.63442,-0.76094,0.15268,1.64187,-0.47227,0.65061,0.7085,-0.7616,0.17488,1.60633,-0.38832,0.58914,1.52182,-0.07257,0.33133,1.53833,0.07877,0.59855,2.1185,-0.20195,0.35014,2.11857,0.03494,0.60698,2.64085,0.17336,0.3669,2.64027,0.24559,0.61456,2.71586,0.18409,0.36652,2.72154,0.25415,0.56739,2.81172,-0.30493,0.39254,2.80005,-0.24595
0.40308,0.52988,-0.60577,0.4274,0.46895,-0.55909,0.44303,0.46902,-0.55878,0.45695,0.47043,-0.55834,0.38129,0.47427,-0.55586,0.36683,0.47669,-0.55473,0.3527,0.47953,-0.55493,0.48525,0.50173,-0.26414,0.33944,0.5095,-0.23757,0.4387,0.59235,-0.49698,0.37896,0.59352,-0.49144,0.62945,0.79276,-0.11129,0.22003,0.84677,-0.11433,0.85118,1.03586,-0.50367,0.1757,1.23714,-0.07987,0.75351,0.7873,-0.94862,0.14714,1.54555,-0.36187,0.73027,0.63299,-1.0648,0.12234,1.65977,-0.4134,0.67476,0.66182,-0.94734,0.15226,1.648,-0.51361,0.66047,0.70958,-0.92604,0.17473,1.61251,-0.41839,0.58955,1.51993,-0.07261,0.33911,1.53835,0.07878,0.59828,2.11729,-0.19735,0.3496,2.11905,0.02622,0.60548,2.64097,0.20295,0.36486,2.64284,0.2184,0.61258,2.7157,0.21577,0.36468,2.72352,0.22417,0.56688,2.81257,-0.27675,0.39193,2.80401,-0.2929
0.40274,0.53069,-0.60527,0.42638,0.46961,-0.55801,0.44197,0.4696,-0.55776,0.45585,0.47098,-0.55735,0.38067,0.47482,-0.55546,0.36636,0.47712,-0.55439,0.35229,0.47993,-0.55463,0.48291,0.50185,-0.26128,0.33894,0.51025,-0.23574,0.43821,0.59291,-0.49559,0.37868,0.59356,-0.49018,0.62614,0.78822,-0.1109,0.22002,0.84732,-0.1124,0.85088,1.03679,-0.50474,0.17572,1.23723,-0.07643,0.75413,0.80834,-0.92768,0.14722,1.54518,-0.35315,0.72844,0.63876,-1.03822,0.1224,1.65962,-0.40553,0.66756,0.6931,-0.91913,0.15176,1.64773,-0.49983,0.65775,0.72727,-0.9019,0.17377,1.61228,-0.40638,0.58969,1.51992,-0.07469,0.33893,1.54429,0.08063,0.59851,2.11774,-0.19258,0.34951,2.12109,0.02713,0.60737,2.64435,0.20646,0.36488,2.64903,0.20533,0.61492,2.71798,0.21871,0.36464,2.72889,0.20882,0.56952,2.81738,-0.27848,0.39465,2.81203,-0.30894
0.40199,0.53337,-0.58746,0.42533,0.47022,-0.53774,0.44104,0.47011,-0.53752,0.45501,0.47142,-0.53705,0.37963,0.47542,-0.53402,0.36517,0.47772,-0.53286,0.35131,0.48062,-0.53312,0.4818,0.50196,-0.24103,0.33779,0.51123,-0.20776,0.43753,0.59799,-0.47781,0.3778,0.59731,-0.47035,0.6235,0.7868,-0.09698,0.21953,0.8473,-0.07839,0.86789,1.06775,-0.53968,0.1745,1.23825,-0.06596,0.74112,0.82858,-1.05966,0.14921,1.54595,-0.37109,0.6829,0.74685,-1.18413,0.12566,1.65951,-0.4394,0.64385,0.72164,-1.05591,0.15435,1.64565,-0.5186,0.63679,0.75646,-1.03126,0.1753,1.60999,-0.41974,0.58905,1.5053,-0.07547,0.33867,1.53031,0.08157,0.59704,2.10598,-0.23034,0.34575,2.11505,0.06737,0.60729,2.6351,0.13465,0.36379,2.64096,0.28883,0.61485,2.70992,0.14105,0.36372,2.71997,0.29669,0.56945,2.80578,-0.40343,0.39471,2.80557,-0.25056
0.40333,0.53492,-0.58683,0.42605,0.47146,-0.53257,0.44132,0.47155,-0.53231,0.45507,0.47301,-0.53176,0.38091,0.47621,-0.53116,0.36624,0.47834,-0.53001,0.35217,0.48106,-0.53026,0.48177,0.5041,-0.22235,0.3378,0.51153,-0.20338,0.4377,0.60117,-0.47477,0.37903,0.5996,-0.47052,0.61961,0.7935,-0.0832,0.21755,0.84984,-0.06271,0.86364,1.05876,-0.52704,0.16343,1.25267,-0.03527,0.74193,0.86482,-1.0391,0.14747,1.54963,-0.3701,0.68739,0.76255,-1.15823,0.12532,1.66023,-0.43587,0.64686,0.72683,-1.03997,0.15338,1.64562,-0.5147,0.63146,0.76726,-1.01445,0.17255,1.60994,-0.41912,0.5856,1.50584,-0.07635,0.31915,1.53059,0.08274,0.59458,2.10653,-0.27903,0.339,2.11882,0.09681,0.60155,2.63623,0.09889,0.3523,2.64405,0.37131,0.60649,2.71255,0.10624,0.35147,2.72502,0.38354,0.56773,2.8062,-0.44693,0.38487,2.8074,-0.17337
0.40297,0.53543,-0.58455,0.42588,0.47207,-0.5323,0.44121,0.47239,-0.53207,0.45486,0.47398,-0.5315,0.38055,0.47631,-0.52823,0.36578,0.47835,-0.52709,0.35155,0.48106,-0.52735,0.48175,0.50457,-0.22915,0.33744,0.51141,-0.19808,0.43727,0.60209,-0.47548,0.37821,0.59977,-0.46786,0.61918,0.7935,-0.09212,0.21758,0.85028,-0.06511,0.87527,1.09394,-0.55749,0.15985,1.25242,-0.03421,0.74281,0.86429,-1.04652,0.1475,1.54962,-0.35226,0.68846,0.76422,-1.16289,0.12633,1.66022,-0.40774,0.64903,0.72436,-1.03166,0.15433,1.64496,-0.48617,0.62631,0.76658,-1.01586,0.17271,1.60923,-0.40052,0.58651,1.50593,-0.08992,0.31953,1.53071,0.09641,0.59625,2.10674,-0.27704,0.3403,2.11923,0.16003,0.60761,2.63642,0.10375,0.3594,2.64477,0.46267,0.61304,2.71269,0.11157,0.35946,2.72559,0.48004,0.57593,2.80648,-0.43543,0.39547,2.8082,-0.0605
0.40264,0.5352,-0.59208,0.42564,0.47204,-0.54169,0.44106,0.47239,-0.54151,0.45463,0.47399,-0.54107,0.37985,0.47608,-0.53334,0.36488,0.47804,-0.53215,0.35049,0.48067,-0.53238,0.48134,0.50457,-0.24485,0.33644,0.51047,-0.2046,0.43681,0.60188,-0.48439,0.37684,0.59931,-0.47116,0.61896,0.79354,-0.11844,0.21656,0.85064,-0.06644,0.87319,1.07856,-0.54376,0.16226,1.25197,0.06221,0.74715,0.84905,-1.0434,0.15195,1.54915,-0.14849,0.71695,0.71955,-1.15581,0.12817,1.65985,-0.18147,0.65003,0.68902,-1.01544,0.15482,1.64498,-0.27411,0.62992,0.75282,-1.0072,0.17295,1.60921,-0.20009,0.5865,1.50666,-0.09902,0.32042,1.53561,0.10563,0.59602,2.10997,-0.28818,0.33948,2.11959,0.12466,0.60291,2.64091,0.1089,0.35439,2.64708,0.38207,0.60867,2.71654,0.11928,0.35347,2.72949,0.39429,0.56783,2.81385,-0.41574,0.38729,2.81074,-0.13134
0.40255,0.53492,-0.61915,0.42564,0.47192,-0.5637,0.44107,0.47235,-0.5635,0.45464,0.47397,-0.56296,0.3797,0.47571,-0.56465,0.36454,0.47764,-0.56352,0.35005,0.48028,-0.56377,0.48126,0.50462,-0.25832,0.33553,0.51016,-0.25204,0.43663,0.60184,-0.50824,0.37648,0.59918,-0.50723,0.61541,0.79408,-0.11784,0.21364,0.85096,-0.11516,0.87697,1.11328,-0.54124,0.15296,1.25412,0.04373,0.74868,0.84832,-1.06272,0.13626,1.55692,-0.24109,0.71521,0.72866,-1.18053,0.1112,1.66573,-0.28807,0.65128,0.68291,-1.057,0.13835,1.65601,-0.37379,0.63172,0.75283,-1.03659,0.15646,1.61848,-0.29122,0.58237,1.50806,-0.08717,0.31899,1.53556,0.09418,0.5922,2.11122,-0.26969,0.33169,2.12099,0.1105,0.595,2.64176,0.12418,0.34553,2.64741,0.40322,0.59818,2.71966,0.13562,0.34665,2.73198,0.41726,0.56371,2.81384,-0.39476,0.36898,2.81063,-0.1264
0.40177,0.53461,-0.62781,0.42488,0.4719,-0.57631,0.44029,0.47234,-0.57608,0.45391,0.47397,-0.57552,0.37902,0.47554,-0.57602,0.36377,0.47742,-0.57503,0.34928,0.48003,-0.57532,0.48007,0.50461,-0.2825,0.33488,0.50976,-0.2659,0.43516,0.60145,-0.51913,0.37525,0.59866,-0.51617,0.61303,0.79412,-0.13357,0.21239,0.85076,-0.12675,0.87418,1.05303,-0.55724,0.15398,1.20187,-0.00028,0.74659,0.83973,-1.02788,0.13883,1.55453,-0.25572,0.71517,0.70971,-1.14216,0.11167,1.66624,-0.30175,0.64493,0.67022,-1.02066,0.13908,1.6574,-0.38788,0.62847,0.74877,-1.0008,0.15729,1.61964,-0.30836,0.57902,1.50827,-0.08679,0.31889,1.53326,0.09385,0.58897,2.11056,-0.18711,0.33212,2.11881,0.10377,0.59288,2.63926,0.26753,0.34539,2.64399,0.3902,0.59668,2.71546,0.28601,0.34624,2.72822,0.40508,0.56,2.81231,-0.21931,0.37005,2.80502,-0.12028
0.40239,0.53459,-0.67884,0.42516,0.47208,-0.61782,0.44038,0.47262,-0.61761,0.45393,0.47429,-0.61709,0.3796,0.47553,-0.61682,0.36427,0.4774,-0.61577,0.34962,0.47994,-0.61594,0.47936,0.50523,-0.28807,0.33479,0.5097,-0.26708,0.43516,0.60137,-0.55875,0.37574,0.59863,-0.55452,0.60775,0.79411,-0.14931,0.21244,0.85175,-0.09814,0.87311,1.03549,-0.655,0.15997,1.24011,-0.00678,0.74503,0.83918,-1.23664,0.14351,1.55405,-0.32659,0.7163,0.68674,-1.36959,0.11946,1.6661,-0.37749,0.64551,0.65713,-1.23594,0.14447,1.65722,-0.46302,0.6255,0.74074,-1.20697,0.16097,1.61949,-0.37824,0.58261,1.50846,-0.10743,0.31907,1.53365,0.1143,0.59398,2.11109,-0.31692,0.33708,2.1226,0.15736,0.60188,2.64053,0.09894,0.35243,2.65198,0.4556,0.60889,2.71731,0.10982,0.35143,2.73751,0.46979,0.56772,2.81336,-0.46212,0.38878,2.81393,-0.08951
0.41391,0.53994,-0.72872,0.43433,0.47597,-0.68169,0.4473,0.47681,-0.6815,0.461,0.47851,-0.68144,0.38959,0.47753,-0.68462,0.37344,0.47888,-0.68382,0.3584,0.48093,-0.68403,0.48223,0.50685,-0.3802,0.33569,0.51141,-0.37798,0.44116,0.60545,-0.61292,0.38345,0.60249,-0.61255,0.63055,0.79715,-0.20697,0.21249,0.85345,-0.27745,0.77542,1.14659,-0.26074,0.16101,1.2437,-0.26571,0.74092,1.43102,-0.55038,0.15349,1.54654,-0.68845,0.74345,1.52907,-0.64745,0.13031,1.66659,-0.80203,0.68763,1.52972,-0.69279,0.17133,1.66332,-0.87988,0.66956,1.48909,-0.58782,0.19008,1.6208,-0.73919,0.58272,1.51336,-0.05983,0.31626,1.53761,0.06591,0.5939,2.10082,-0.09136,0.33751,2.12002,0.0546,0.60252,2.62011,0.44721,0.35246,2.63826,0.42859,0.60992,2.70756,0.47308,0.35152,2.73073,0.43471,0.56841,2.7895,-0.02421,0.39008,2.79377,-0.11031
0.43004,0.54573,-0.81495,0.44605,0.48224,-0.75371,0.45845,0.48367,-0.75365,0.4716,0.48587,-0.75377,0.40424,0.48055,-0.76521,0.38648,0.48095,-0.76441,0.37049,0.48211,-0.76468,0.4862,0.51039,-0.38118,0.33748,0.51191,-0.41697,0.45082,0.6089,-0.67304,0.39571,0.60551,-0.68446,0.62863,0.79716,-0.18709,0.21083,0.85344,-0.27718,0.75025,1.14556,-0.14417,0.1626,1.24911,-0.30488,0.74438,1.43425,-0.52576,0.15356,1.54649,-0.83716,0.77319,1.53718,-0.6268,0.12926,1.66051,-0.96804,0.72685,1.54795,-0.68683,0.16983,1.66287,-1.06121,0.70698,1.50827,-0.5695,0.18877,1.61952,-0.89457,0.5828,1.5082,-0.0519,0.31622,1.53687,0.05764,0.59615,2.07636,-0.03698,0.34258,2.11288,0.11662,0.61153,2.59015,0.55605,0.3642,2.62471,0.58685,0.61836,2.67996,0.58525,0.36229,2.71752,0.61275,0.58618,2.75466,0.0495,0.41164,2.77222,0.01832
0.44201,0.55214,-0.79828,0.4603,0.48614,-0.74722,0.47381,0.48815,-0.74711,0.48619,0.49125,-0.74718,0.41945,0.4816,-0.76452,0.40185,0.48118,-0.76379,0.38424,0.48209,-0.76405,0.50041,0.51373,-0.40495,0.34353,0.51151,-0.47313,0.45986,0.61585,-0.66514,0.40871,0.60985,-0.68342,0.62823,0.80165,-0.18533,0.20901,0.85341,-0.3566,0.7062,1.16469,-0.10569,0.15775,1.24941,-0.29814,0.70771,1.4585,-0.39336,0.15554,1.5449,-0.65576,0.75119,1.55833,-0.4786,0.1319,1.66067,-0.76167,0.7223,1.56719,-0.54356,0.17065,1.64893,-0.83881,0.70319,1.52588,-0.4379,0.19249,1.61988,-0.70223,0.57815,1.50956,-0.0301,0.31642,1.5441,0.03515,0.58761,2.07708,0.04538,0.34147,2.10773,0.04631,0.60792,2.58891,0.65002,0.36412,2.61638,0.49276,0.61266,2.67707,0.68371,0.36148,2.70979,0.51443,0.58439,2.75586,0.20291,0.40902,2.76101,-0.0501
0.45052,0.55821,-0.74718,0.47397,0.4905,-0.73948,0.48797,0.49387,-0.74044,0.50304,0.49813,-0.73945,0.43008,0.4822,-0.72916,0.41294,0.48116,-0.7281,0.39458,0.4816,-0.72846,0.51676,0.51915,-0.3824,0.34994,0.51041,-0.43617,0.46637,0.62346,-0.63779,0.41479,0.61463,-0.66792,0.63089,0.8089,-0.19407,0.20714,0.84187,-0.3283,0.69456,1.17079,-0.08476,0.15637,1.23186,-0.24459,0.68006,1.46607,-0.23492,0.16767,1.51695,-0.522,0.71071,1.5652,-0.29966,0.15366,1.62539,-0.60213,0.70088,1.57121,-0.34229,0.19302,1.6172,-0.658,0.67133,1.52555,-0.26639,0.21063,1.57737,-0.55059,0.56769,1.52328,-0.02108,0.31114,1.54057,0.02556,0.55884,2.07703,0.08677,0.3124,2.09643,0.04883,0.56272,2.58663,0.64429,0.32481,2.59959,0.46151,0.5638,2.67111,0.67468,0.3206,2.68731,0.48126,0.53993,2.75566,0.23083,0.367,2.7495,-0.05638
0.45226,0.62003,-0.7417,0.4796,0.54721,-0.71276,0.49534,0.54954,-0.71285,0.51192,0.55199,-0.71263,0.4303,0.53272,-0.72056,0.41102,0.52668,-0.71962,0.39203,0.52253,-0.71984,0.52507,0.55616,-0.37749,0.34961,0.52971,-0.43318,0.46912,0.68584,-0.61952,0.41271,0.6738,-0.63825,0.63574,0.83297,-0.19243,0.18886,0.85025,-0.29098,0.71909,1.2085,-0.06173,0.13177,1.25363,-0.24812,0.69226,1.53051,-0.27178,0.13675,1.57262,-0.64106,0.7239,1.64316,-0.33962,0.11045,1.68329,-0.73386,0.69806,1.64241,-0.38156,0.15685,1.67727,-0.81455,0.67247,1.5995,-0.30351,0.17847,1.63021,-0.68629,0.56506,1.53748,-0.02508,0.30724,1.55202,0.03006,0.55464,2.10721,0.03725,0.29981,2.11455,0.05356,0.55253,2.61192,0.58911,0.30616,2.61287,0.44991,0.55575,2.6953,0.61625,0.30009,2.70145,0.46803,0.51659,2.79873,0.13902,0.35062,2.77985,-0.06471
0.44804,0.7096,-1.06782,0.47437,0.62696,-1.06047,0.48987,0.62821,-1.05996,0.50613,0.62929,-1.06009,0.4161,0.61445,-1.06727,0.38645,0.60701,-1.06637,0.36269,0.59984,-1.06637,0.52482,0.6168,-0.75032,0.31922,0.58193,-0.76692,0.46876,0.77087,-0.92539,0.3927,0.76502,-0.93069,0.63892,0.86698,-0.46644,0.14798,0.85623,-0.4904,0.73292,1.25242,-0.31111,0.04993,1.25436,-0.37713,0.69855,1.57456,-0.47618,0.04542,1.60399,-0.72241,0.71931,1.68394,-0.53503,0.01488,1.72004,-0.79087,0.68041,1.67933,-0.54908,0.05877,1.70872,-0.85987,0.66019,1.63987,-0.49377,0.08375,1.66535,-0.76116,0.54064,1.57686,-0.03021,0.23687,1.57709,0.03541,0.52462,2.1648,-0.00629,0.2527,2.14931,0.04498,0.52001,2.674,0.52021,0.25324,2.65445,0.38881,0.526,2.76133,0.54368,0.24733,2.74637,0.40545,0.46447,2.88669,0.04715,0.30784,2.8512,-0.1565
